Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,duration_mins,genres_list,primary_genre,text_features
Purple Hibiscus,Chimamanda Ngozi Adichie,4.6,1579.0,938,"Chimamanda Ngozi Adichie is a 2003 O Henry Prize winner, and was shortlisted for the 2002 Caine Prize for African Writing and the 2004 Orange Prize. In Purple Hibiscus, she recounts the story of a young Nigerian girl searching for freedom. Although her father is greatly respected within their community, 15-year-old Kambili knows a frighteningly strict and abusive side to this man. In many ways, she and her family lead a privileged life, but Kambili and her brother, Jaja, are often punished for failing to meet their father’s expectations. After visiting her aunt and cousins, Kambili dreams of being part of a loving family. But a military coup brings new tension to Nigeria and her home, and Kambili wonders if her dreams will ever be fulfilled. Adichie’s striking and poetic language reveals a land and a family full of strife, but fighting to survive. A rich narration by South African native Lisette Lecat perfectly complements this inspiring tale.",10 hours and 53 minutes,",#4,815 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#274 in Literary Fiction,#9,624 in Contemporary Fiction (Books)",653,['Literary Fiction'],Literary Fiction,"Chimamanda Ngozi Adichie is a 2003 O Henry Prize winner, and was shortlisted for the 2002 Caine Prize for African Writing and the 2004 Orange Prize. In Purple Hibiscus, she recounts the story of a young Nigerian girl searching for freedom. Although her father is greatly respected within their community, 15-year-old Kambili knows a frighteningly strict and abusive side to this man. In many ways, sh Literary Fiction Chimamanda Ngozi Adichie"
Beach Read,Emily Henry,4.4,1578.0,888,Brought to you by Penguin.,10 hours and 13 minutes,",#1,223 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Romantic Comedy,#11 in Humorous Fiction,#1,822 in Romance (Books)",613,"['Romantic Comedy', 'Humorous Fiction']",Romantic Comedy,Brought to you by Penguin. Romantic Comedy Emily Henry
At Home: A Short History of Private Life,Bill Bryson,4.6,1576.0,797,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Bill Bryson"
The Gene: An Intimate History,Siddhartha Mukherjee,4.6,1574.0,683,"The Gene is the story of one of the most powerful and dangerous ideas in our history, from best-selling, prize-winning author Siddhartha Mukherjee.",19 hours and 21 minutes,",#315 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Biotechnology,#1 in Genetic Diseases,#1 in Medical Ethics (Audible Audiobooks & Originals)",1161,"['Biotechnology', 'Genetic Diseases']",Biotechnology,"The Gene is the story of one of the most powerful and dangerous ideas in our history, from best-selling, prize-winning author Siddhartha Mukherjee. Biotechnology Siddhartha Mukherjee"
The Very Busy Spider,Eric Carle,4.6,1572.0,100,"A classic from Eric Carle, creator of The Very Hungry Caterpillar",3 minutes,",#3,966 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Bugs & Spiders Fiction for Children,#3 in Farm Animals Fiction for Children,#17 in Animal Action & Adventure for Children",3,"['Bugs & Spiders Fiction for Children', 'Farm Animals Fiction for Children', 'Animal Action & Adventure for Children']",Bugs & Spiders Fiction for Children,"A classic from Eric Carle, creator of The Very Hungry Caterpillar Bugs & Spiders Fiction for Children Eric Carle"
Switch: How to Change Things When Change Is Hard,Chip Heath,4.6,1572.0,888,Brought to you by Penguin.,7 hours and 43 minutes,",#623 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Organisational Behaviour,#10 in Stress Management,#16 in Forecasting & Strategic Planning",463,"['Organisational Behaviour', 'Stress Management', 'Forecasting & Strategic Planning']",Organisational Behaviour,Brought to you by Penguin. Organisational Behaviour Chip Heath
Get the Guy,Matthew Hussey,4.5,1565.0,888,"This is the audiobook that single women have been waiting for! Created by the hottest dating coach on the scene, Matthew Hussey, it offers clear, honest, and practical advice for women on how to find their ideal man - and, importantly, how to keep him. Using simple steps, Matthew guides us through the complex maze of dating and shows us just how to find the guy, get the guy, and keep the guy.",-1,-1,0,[],Other,"This is the audiobook that single women have been waiting for! Created by the hottest dating coach on the scene, Matthew Hussey, it offers clear, honest, and practical advice for women on how to find their ideal man - and, importantly, how to keep him. Using simple steps, Matthew guides us through the complex maze of dating and shows us just how to find the guy, get the guy, and keep the guy. Other Matthew Hussey"
Jonathan Strange & Mr. Norrell,Simon Prebble,4.2,1564.0,1138,"Shortlisted for Audible's Listen of the Year, 2006.",-1,-1,0,[],Other,"Shortlisted for Audible's Listen of the Year, 2006. Other Simon Prebble"
The Time Traveler's Wife,Audrey Niffenegger,4.4,1561.0,937,"Clare and Henry's story unfolds from both points of view, depicting the effects of time travel on their marriage and their passionate love for each other. They attempt to live normal lives, pursuing familiar goals: steady jobs, good friends, children of their own. All of this is threatened by something they can neither prevent nor control, making their story intensely moving and entirely unforgettable.",17 hours and 38 minutes,",#2,099 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Time Travel Science Fiction,#9 in Contemporary Fantasy,#128 in Literary Fiction",1058,"['Time Travel Science Fiction', 'Contemporary Fantasy', 'Literary Fiction']",Time Travel Science Fiction,"Clare and Henry's story unfolds from both points of view, depicting the effects of time travel on their marriage and their passionate love for each other. They attempt to live normal lives, pursuing familiar goals: steady jobs, good friends, children of their own. All of this is threatened by something they can neither prevent nor control, making their story intensely moving and entirely unforgett Time Travel Science Fiction Audrey Niffenegger"
The White Tiger,Aravind Adiga,4.4,1558.0,1192,"British Book Awards, Author of the Year, 2009.",8 hours and 10 minutes,",#577 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Epistolary Fiction,#5 in Coming of Age Fiction,#11 in Mysteries",490,"['Epistolary Fiction', 'Coming of Age Fiction', 'Mysteries']",Epistolary Fiction,"British Book Awards, Author of the Year, 2009. Epistolary Fiction Aravind Adiga"
An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,4.6,1558.0,377,"By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.",2 hours and 46 minutes,",#4,183 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Depression,#302 in Psychology (Audible Audiobooks & Originals),#333 in Earth Sciences Books",166,"['Depression', 'Earth Sciences Books']",Depression,"By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms. Depression Kay Redfield Jamison"
Behave,Robert M Sapolsky,4.7,1547.0,1093,Brought to you by Penguin.,26 hours and 27 minutes,",#1,085 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Evolutionary Psychology,#3 in Evolution,#6 in History of Science",1587,"['Evolutionary Psychology', 'Evolution', 'History of Science']",Evolutionary Psychology,Brought to you by Penguin. Evolutionary Psychology Robert M Sapolsky
On the Road,Matt Dillon,4.3,1547.0,721,"Sal Paradise, a young innocent, joins his hero Dean Moriarty, a traveller and mystic, the living epitome of beat, on a breathless, exuberant ride back and forth across the United States. Their hedonistic search for release or fulfilment through drink, sex, drugs and jazz becomes an exploration of personal freedom, a test of the limits of the American dream.",10 hours and 15 minutes,",#625 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Coming of Age Fiction,#32 in Classic Literature,#34 in Literary Fiction",615,"['Coming of Age Fiction', 'Classic Literature', 'Literary Fiction']",Coming of Age Fiction,"Sal Paradise, a young innocent, joins his hero Dean Moriarty, a traveller and mystic, the living epitome of beat, on a breathless, exuberant ride back and forth across the United States. Their hedonistic search for release or fulfilment through drink, sex, drugs and jazz becomes an exploration of personal freedom, a test of the limits of the American dream. Coming of Age Fiction Matt Dillon"
